2025-01-11 14:45:27,159 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-01-11 14:45:27,213 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-01-11 14:45:27,214 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2025-01-11 14:45:27,215 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2025-01-11 14:45:27,227 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-01-11 14:45:27,227 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-01-11 14:45:27,228 INFO  SwAddin.cs: 201 - Setting up command manager
2025-01-11 14:45:27,228 INFO  SwAddin.cs: 204 - Adding command manager
2025-01-11 14:45:27,234 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-01-11 14:45:27,235 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-01-11 14:45:27,235 INFO  SwAddin.cs: 210 - Adding event handlers
2025-01-11 14:45:27,332 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-01-11 15:03:17,742 INFO  SwAddin.cs: 294 - Assembly export called for file cubot_v2_split.SLDASM
2025-01-11 15:03:17,745 INFO  SwAddin.cs: 299 - Save is required
2025-01-11 15:03:17,745 INFO  SwAddin.cs: 313 - Saving assembly
2025-01-11 15:03:19,152 INFO  SwAddin.cs: 316 - Opening property manager
2025-01-11 15:03:19,166 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from cubot_v2_split.SLDASM
2025-01-11 15:03:19,187 INFO  ExportHelperExtension.cs: 1136 - Found 72 in cubot_v2_split.SLDASM
2025-01-11 15:03:19,188 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in cubot_v2_split.SLDASM
2025-01-11 15:03:19,188 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-01-11 15:03:19,190 INFO  ExportHelperExtension.cs: 1160 - 12 components to check
2025-01-11 15:03:19,191 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from DC_regulated_converter-1
2025-01-11 15:03:19,191 INFO  ExportHelperExtension.cs: 1136 - Found 36 in DC_regulated_converter-1
2025-01-11 15:03:19,191 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in DC_regulated_converter-1
2025-01-11 15:03:19,192 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from µç»ú+ÂÖÌ¥+Ö§¼Ü-1
2025-01-11 15:03:19,192 INFO  ExportHelperExtension.cs: 1136 - Found 33 in µç»ú+ÂÖÌ¥+Ö§¼Ü-1
2025-01-11 15:03:19,193 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in µç»ú+ÂÖÌ¥+Ö§¼Ü-1
2025-01-11 15:03:19,193 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 4kmAH_22Vµç³Ø-1
2025-01-11 15:03:19,193 INFO  ExportHelperExtension.cs: 1136 - Found 28 in 4kmAH_22Vµç³Ø-1
2025-01-11 15:03:19,194 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 4kmAH_22Vµç³Ø-1
2025-01-11 15:03:19,194 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from L298N Motor Driver-1
2025-01-11 15:03:19,194 INFO  ExportHelperExtension.cs: 1136 - Found 117 in L298N Motor Driver-1
2025-01-11 15:03:19,195 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in L298N Motor Driver-1
2025-01-11 15:03:19,195 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Jetson_AGX_ORIN.stp-1
2025-01-11 15:03:19,196 INFO  ExportHelperExtension.cs: 1136 - Found 26 in Jetson_AGX_ORIN.stp-1
2025-01-11 15:03:19,196 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Jetson_AGX_ORIN.stp-1
2025-01-11 15:03:19,196 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ÍòÏòÂÖ-1
2025-01-11 15:03:19,197 INFO  ExportHelperExtension.cs: 1136 - Found 46 in ÍòÏòÂÖ-1
2025-01-11 15:03:19,197 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ÍòÏòÂÖ-1
2025-01-11 15:03:19,197 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from arduinoMegaSimplified.step-1
